학수번호,강의명,시간,교수명,전공명
PHYS303-03,기초물리학실험Ⅱ(영강),금(6-9) 하나과학관 713호,공수현,물리학과
PHYS331-00,전자기학Ⅱ,월(4) 아산이학관 432호 수(4) 아산이학관 432호,윤태현,물리학과
PHYS361-00,양자역학I,화(2) 아산이학관 432호 목(2) 아산이학관 432호,이승준,물리학과
PHYS370-00,물리학탐구Ⅰ(영강),화(3-4) 하나과학관 708호 목(3-4) 하나과학관 708호,조동현,물리학과
PHYS391-00,물리교과교육론(영강),월(3) 아산이학관 432호 수(3) 아산이학관 432호,정재호,물리학과
PHYS433-00,통계물리학Ⅱ,화(1) 아산이학관 432호 금(1) 아산이학관 432호,양승열,물리학과
PHYS461-00,전산물리학및실습(영강),화(6) 아산이학관 432호 목(6-7) 아산이학관 432호,최원식,물리학과
PHYS463-00,양자정보물리학(영강),월(2) 아산이학관 432호 수(2) 아산이학관 432호,김요셉,물리학과
PHYS481-00,광학(영강),월(5) 아산이학관 432호 수(5) 아산이학관 432호,공수현,물리학과
PHYS491-00,생물물리학(영강),화(5) 아산이학관 432호 목(5) 아산이학관 432호,홍석철,물리학과
MATH203-01,이산수학(영강),월(5) 하나과학관 지하 206호 금(2) 하나과학관 지하 206호,김상집,수학과
MATH203-02,이산수학(영강),월(2) 정보통신관 B102호 수(2) 정보통신관 B102호,정익래,정보보호학과
MATH211-01,해석학Ⅰ및연습(영강),월(2) 하나과학관 지하 214호 수(2) 하나과학관 지하 214호,유상현,수학과
MATH211-02,해석학Ⅰ및연습,월(2) 하나과학관 지하 207호 수(2) 하나과학관 지하 207호,구형운,수학과
MATH212-01,해석학Ⅱ및연습,월(1) 아산이학관 535호 수(1) 아산이학관 535호,구형운,수학과
MATH221-01,선형대수Ⅰ및연습(영강),화(4) 하나과학관 지하 214호 목(4) 하나과학관 지하 214호,최도훈,수학과
MATH221-02,선형대수Ⅰ및연습,월(4) 아산이학관 633호 수(4) 아산이학관 633호,박의성,수학과
MATH240-01,미분방정식및연습,화(5) 아산이학관 117호 목(5) 아산이학관 117호,김경훈,수학과
MATH315-01,복소해석학I,월(5) 아산이학관 111호 수(5) 아산이학관 111호,허야용,수학과
MATH321-01,대수학Ⅰ(영강),월(2) 아산이학관 111호 수(2) 아산이학관 111호,박의성,수학과
MATH331-01,미분기하학Ⅰ,월(3) 아산이학관 111호 금(3) 아산이학관 111호,김상집,수학과
MATH333-01,위상수학Ⅰ,화(4) 아산이학관 111호 목(4) 아산이학관 111호,오승상,수학과
MATH343-01,확률과통계및연습,월(4) 하나과학관 지하 214호 수(4) 하나과학관 지하 214호,김도윤,수학과
MATH391-01,딥러닝의수학,화(5) 아산이학관 536호 목(5) 아산이학관 536호,오승상,수학과
MATH453-01,실해석학,화(4) 아산이학관 117호 목(4) 아산이학관 117호,김경훈,수학과
MATH481-01,편미분방정식및연습(영강),월(5) 아산이학관 117호 수(5) 아산이학관 117호,김도윤,수학과
MATH487-01,응용수학특강(영강),화(1)  목(1) ,김준석,수학과
MATH491-01,인공지능의수학적기법(영강),월(7-8) 하나과학관 지하 207호 화(6) 하나과학관 지하 207호 수(7-8) 하나과학관 지하 207호 목(6) 하나과학관 지하 207호,이동헌,수학과
EAES201-00,지구물질과학(영강),월(2-3) 하나과학관 지하 110호 수(2) 하나과학관 지하 110호,이영재,지구환경과학과
EAES207-00,수리지질학(영강),화(2) 하나과학관 지하 219호 목(2-3) 하나과학관 지하 219호,이순재,지구환경과학과
EAES208-00,해양환경학,수(5) 아산이학관 112호 금(5) 아산이학관 112호,이미혜,지구환경과학과
EAES209-00,대기과학(영강),수(3) 아산이학관 117호 금(3) 아산이학관 117호,주태규,지구환경과학과
EAES307-00,퇴적시스템(영강),월(1) 아산이학관 117호 수(1-2) 아산이학관 117호,조석주,지구환경과학과
EAES311-00,지질학,월(8-9) ,한신,지구환경과학과
EAES315-00,지진학(영강),화(5) 하나과학관 지하 105호 목(4-5) 하나과학관 지하 105호,김성룡,지구환경과학과
EAES391-00,지구과학교과교육론,월(6-7) ,한신,지구환경과학과
EAES403-00,환경과학실습,금(4) 아산이학관 117호 금(5) 아산이학관 117호 금(6) 아산이학관 117호,권만재,지구환경과학과
EAES407-00,지구원소순환(영강),월(5) 하나과학관 지하 120호 수(5) 하나과학관 지하 120호,권만재,지구환경과학과
EAES417-00,지질방재공학(영강),화(6) 아산이학관 113호 목(6) 아산이학관 113호,조호영,지구환경과학과
EAES419-01,지구환경과학연구Ⅰ,월(6-7) 아산이학관 536호 월(8-9) 아산이학관 536호,이순재,지구환경과학과
EAES423-00,행성지질학(영강),화(1) 아산이학관 111호 목(1) 아산이학관 111호,김동훈,지구환경과학과
CHEM201-01,물리화학Ⅰ,월(1) 아산이학관 331호 수(1) 아산이학관 331호,박성남,화학과
CHEM205-01,유기화학Ⅰ,월(5) 아산이학관 330호 수(5) 아산이학관 330호 금(5) 아산이학관 330호,천철홍,화학과
CHEM207-01,분석화학I,월(4) 아산이학관 331호 수(4) 아산이학관 331호,이상원,화학과
CHEM307-01,생화학Ⅰ,화(4) 아산이학관 331호 목(4) 아산이학관 331호,김학중,화학과
CHEM313-01,물리화학실험,월(6-8) ,한민희,이과대학
CHEM313-02,물리화학실험,수(6-8) ,송해민,화학과
CHEM313-03,물리화학실험,금(6-8) ,윤규섭,화학과
CHEM322-01,물리유기화학(영강),화(1) 아산이학관 331호 목(1) 아산이학관 331호,이용호,화학과
CHEM391-01,화학교과교육론,월(1) 아산이학관 231호 수(1) 아산이학관 231호,,
CHEM411-02,무기화학실험,목(6-8) ,손윤창,이과대학
CHEM453-01,유기분광화학(영강),월(4) 하나과학관 지하 219호 수(4) 하나과학관 지하 219호,김종승,화학과
CHEM458-01,물리화학III,화(2) 아산이학관 231호 목(2) 아산이학관 231호,심상희,화학과
CHEM462-01,고분자화학II,화(5) 아산이학관 331호 목(5) 아산이학관 331호,최동훈,화학과
POLI213-00,서양고대.중세정치사상,월(5) 정경관 202호 수(5) 정경관 202호,김병곤,정치외교학과
POLI215-00,정치학전공입문,금(1-2) 정경관 506호,강우창,정치외교학과
POLI230-00,선거와투표행태(영강),화(4) 정경관 202호 목(4) 정경관 202호,안종기,노동문제연구소 
POLI234-00,비교정치개설,월(1) SK미래관 319 수(1) SK미래관 319,주형민,정치외교학과
POLI238-00,법과정치사상(영강),월(4) 정경관 503호 수(4) 정경관 503호,김남국,정치외교학과
POLI250-00,국제기구론,화(2)  목(2) ,이신화,정치외교학과
POLI254-00,사회과학적분석과글쓰기,금(1-2) 정경관 205호,김헌준,정치외교학과
POLI317-00,동남아시아정치론(영강),금(4-5) SK미래관 319,신재혁,정치외교학과
POLI320-00,정치문화,화(2) 교양관 201호 목(2) 교양관 201호,이정남,아세아문제연구원
POLI326-00,정치과정론(영강),월(3) 정경관 202호 수(3) 정경관 202호,지은주,정치연구소
POLI331-00,국제관계이론,월(2) 정경관 205호 수(2) 정경관 205호,이동선,정치외교학과
POLI342-00,민주주의(영강),월(6) SK미래관 313 수(6) SK미래관 313,정재관,정치외교학과
POLI350-00,정치가론,화(6) 정경관 503호 목(6) 정경관 503호,박홍규,정치외교학과
POLI366-00,금융통화의국제정치경제,월(2) SK미래관 518 수(2) SK미래관 518,이용욱,정치외교학과
POLI367-00,국제무역의정치경제(영강),화(5-6) SK미래관 520호 목(5-6) SK미래관 520호,김성은,정치외교학과
POLI388-00,헌법과정치제도,화(5) 교양관 404호 목(5) 교양관 404호,현재호,평화와민주주의연구소
POLI391-00,민족주의와국제정치(영강),월(5) SK미래관 518 수(5) SK미래관 518,고지영,정치외교학과
POLI453-00,비교정치경제,월(3) 정경관 205호 수(3) 정경관 205호,권혁용,정치외교학과
POLI457-00,국제정치세미나(영강),화(1) SK미래관 518 목(1) SK미래관 518,임규택,정치외교학과
COSE211-01,이산수학(영강),월(3) 정보통신관 202호 수(3) 정보통신관 202호,조용훈,4단계 BK21 컴퓨터학교육연구단
COSE211-02,이산수학(영강),월(5) 정보통신관 B101호 수(5) 정보통신관 B101호,박성빈,컴퓨터학과
COSE211-03,이산수학(영강),화(6) 정보통신관 B101호 목(6) 정보통신관 B101호,박성빈,컴퓨터학과
COSE211-04,이산수학,금(4-5) 정보통신관 202호,박중석,컴퓨터학과
COSE213-01,자료구조(영강),화(2) 정보통신관 202호 목(2) 정보통신관 202호,정원기,컴퓨터학과
COSE213-02,자료구조,월(2) 정보통신관 205호 수(2) 정보통신관 205호,이도길,민족문화연구원
COSE213-03,자료구조,월(3-4) 정보통신관 205호,유용재,컴퓨터학과
COSE213-04,자료구조,금(2-3) 애기능생활관 302호,최수경,정보창의교육연구소
COSE214-01,알고리즘,화(2) 애기능생활관 302호 목(2) 애기능생활관 302호,정순영,컴퓨터학과
COSE214-02,알고리즘(영강),월(6) 정보통신관 202호 수(6) 정보통신관 202호,박성빈,컴퓨터학과
COSE215-01,계산이론(영강),월(4) 정보통신관 604호 수(4) 정보통신관 604호,박지혁,컴퓨터학과
COSE215-02,계산이론(영강),화(5) 정보통신관 604호 목(5) 정보통신관 604호,이희조,컴퓨터학과
COSE221-01,논리설계(영강),화(2) 생명과학관(동관)102호 목(2) 생명과학관(동관)102호,구건재,컴퓨터학과
COSE221-02,논리설계(영강),월(6)  수(6) ,이중희,정보보호학과
COSE221-03,논리설계,화(1) 애기능생활관 302호 목(1) 애기능생활관 302호,이숙윤,고려대학교SW중심대학사업단
COSE222-00,컴퓨터구조,월(5) 정보통신관 202호 수(5) 정보통신관 202호,정성우,컴퓨터학과
COSE281-00,공학수학,화(3-4) 아산이학관 535호,장진곤,컴퓨터학과
COSE281-01,공학수학,화(6) 아산이학관 230호 금(6) 아산이학관 230호,이주섭,컴퓨터학과
COSE283-00,회로이론,월(5) 과도관 410호 수(5) 과도관 410호,이재훈,컴퓨터학과
COSE321-00,컴퓨터시스템설계(영강),화(4) 애기능생활관 302호 목(4) 애기능생활관 302호,서태원,컴퓨터학과
COSE331-00,컴퓨터그래픽스,월(4) 정보통신관 202호 수(4) 정보통신관 202호,한정현,컴퓨터학과
COSE341-01,운영체제,월(2) 애기능생활관 302호 수(2) 애기능생활관 302호,유헌창,컴퓨터학과
COSE341-02,운영체제(영강),화(4) 정보통신관 205호 목(4) 정보통신관 205호,양경식,컴퓨터학과
COSE341-03,운영체제(영강),월(2) 생명과학관(동관)104호 수(2) 생명과학관(동관)104호,신영주,정보보호학과
COSE342-01,컴퓨터네트워크,화(4) 정보통신관 604호 목(4) 정보통신관 604호,남상진,컴퓨터학과
COSE342-02,컴퓨터네트워크,금(5-6) 아산이학관 231호,김효석,컴퓨터학과
COSE342-03,컴퓨터네트워크,월(4) 과도관 408호 수(4) 과도관 408호,이원준,정보보호학과
COSE361-01,인공지능,월(1) 정보통신관 202호 수(1) 정보통신관 202호,육동석,컴퓨터학과
COSE361-02,인공지능,화(5) 애기능생활관 301호 목(5) 애기능생활관 301호,김현철,컴퓨터학과
COSE361-03,인공지능(영강),화(2) 정보통신관 205호 목(2) 정보통신관 205호,김현우,컴퓨터학과
COSE371-01,데이터베이스,화(2) 정보통신관 B101호 목(2) 정보통신관 B101호,정연돈,컴퓨터학과
COSE371-02,데이터베이스,화(5) 애기능생활관 302호 목(5) 애기능생활관 302호,정순영,컴퓨터학과
COSE385-00,신호및시스템,월(3) 과도관 409호 수(3) 과도관 409호,이재훈,컴퓨터학과
COSE389-00,기업가정신과리더쉽,금(2-3) 애기능생활관 301호,이문영,컴퓨터학과
COSE394-00,창의적소프트웨어창업방법론,화(1-2) 애기능생활관 301호,유영재,컴퓨터학과
COSE401-00,현장실습및창업실습I,,,컴퓨터학과
COSE402-00,현장실습및창업실습II,,,컴퓨터학과
COSE403-00,현장실습및창업실습III,,,컴퓨터학과
COSE404-00,현장실습및창업실습IV,,,컴퓨터학과
COSE407-00,개별연구프로젝트,금(5-6) 정보통신관 208호 토(1-2) 정보통신관 208호,정원기,컴퓨터학과
COSE415-00,저전력컴퓨팅(영강),월(3) 미래융합 107호 수(3) 미래융합 107호,김영근,컴퓨터학과
COSE419-00,소프트웨어검증,화(6) 애기능생활관 302호 목(6) 애기능생활관 302호,오학주,컴퓨터학과
COSE421-01,임베디드시스템,월(3) 정보통신관 604호 수(3) 정보통신관 604호,인호,컴퓨터학과
COSE421-02,임베디드시스템(영강),월(4) 애기능생활관 302호 수(4) 애기능생활관 302호,서태원,컴퓨터학과
COSE423-00,볼록최적화입문,화(2) 정보통신관 604호 목(2) 정보통신관 604호,백승준,컴퓨터학과
COSE441-00,인터넷프로토콜,금(3-4) 아산이학관 231호,김효석,컴퓨터학과
COSE451-00,소프트웨어보안(영강),월(5) 정보통신관 205호 수(5) 정보통신관 205호,우승훈,컴퓨터학과
COSE455-00,스타트업프로젝트관리,금(4-5) 애기능생활관 301호,이문영,컴퓨터학과
COSE457-00,실전SW프로젝트,목(5-6) 정보통신관 202호 토(1-2) 정보통신관 202호,유헌창,컴퓨터학과
COSE461-01,자연어처리(영강),금(1-2) 과도관 409호,이병준,인공지능학과
COSE461-02,자연어처리,수(5-6) 정보통신관 604호,허윤아,Human-inspired AI연구소
COSE471-01,데이터과학(영강),월(2) 애기능생활관 301호 수(2) 애기능생활관 301호,김진규,컴퓨터학과
COSE471-02,데이터과학(영강),월(2) 정보통신관 202호 수(2) 정보통신관 202호,윤수식,컴퓨터학과
COSE471-03,데이터과학,월(5-6) 애기능생활관 301호,유용재,컴퓨터학과
COSE480-00,산학캡스톤디자인,화(6) 애기능생활관 303호 화(7) 애기능생활관 303호 화(8-9) 애기능생활관 303호 토(1) 애기능생활관 303호,이숙윤,고려대학교SW중심대학사업단
COSE484-00,무선보안,화(3) 과도관 410호 금(3) 과도관 410호,이주섭,컴퓨터학과
COSE485-00,정보이론과추론학습,월(2) 정보통신관 604호 수(2) 정보통신관 604호,정원주,인공지능학과
COSE490-00,전산학특강(영강),화(5) 정보통신관 B101호 목(5) 정보통신관 B101호,박성빈,컴퓨터학과
JMCO203-01,미디어학입문,월(4-5) 미디어관 602호,정세훈,미디어학부
JMCO203-02,미디어학입문(영강),월(1) 미디어관 602호 수(1) 미디어관 602호,이명선,미디어학부
JMCO247-01,창의적미디어기획과표현,금(1-3) 미디어관 410호,이헌율,미디어학부
JMCO247-02,창의적미디어기획과표현(영강),금(1-3) 미디어관 412호,신혜린,미디어학부
JMCO248-00,미디어데이터사이언스입문,화(5-6) 미디어관 602호,정윤혁,미디어학부
JMCO252-00,미디어테크놀로지와문화(영강),금(1-2) ,마동훈,미디어학부
JMCO253-00,저널리즘의이해,수(5-6) 미디어관 410호,박아란,미디어학부
JMCO257-00,한국의문화와미디어(영강),수(5-7) 미디어관 602호,박지훈,미디어학부
JMCO259-00,다문화사회와미디어(영강),화(3) 미디어관 410호 목(3) 미디어관 410호,김형신,미디어학부
JMCO262-00,미디어와젠더(영강),화(3) 미디어관 602호 목(3) 미디어관 602호,김수미,미디어학부
JMCO264-00,대인커뮤니케이션(영강),월(2) 미디어관 410호 수(2) 미디어관 410호,Hee Sun Park,미디어학부
JMCO269-00,미디어경제,월(2) 미디어관 602호 수(2) 미디어관 602호,김정현,미디어학부
JMCO275-01,영상콘텐츠기초제작실습,수(4-7) 미디어관B203,이은택,미디어학부
JMCO275-02,영상콘텐츠기초제작실습,화(5-8) 미디어관 412호,정창영,미디어학부
JMCO277-01,저널리즘글쓰기,수(4-7) 미디어관 309호,장경덕,미디어학부
JMCO277-02,저널리즘글쓰기,금(4-7) 미디어관 309호,김학순,미디어학부
